,tweet_id,created_at,user,location,text
1906,'1334309981013725185,12/3/2020 1:34,kalo18,USA,Pro-Trump lawyers say GOP governor in Georgia is a Chinese agent and blame George Soros https://t.co/jqAkFi0OUu via @MotherJones
1907,'1334309966195331075,12/3/2020 1:34,TomerApplebaum,Unknown,A truck driver with USPS says he was suspicious of his cargo load of 288... https://t.co/UkS5YeK5ts via @YouTube… https://t.co/XGWxEKywI1
1908,'1334309929486864384,12/3/2020 1:34,AnchoredPappy,USA,"@ArthurSchwartz @seanmdav So what?  that prevents him from fighting for what's right?  Fighting for fair elections,… https://t.co/cRVk8aCo4M"
1909,'1334309927846809600,12/3/2020 1:34,RaeMargaret61,USA,But Republicans don’t like mail in voting. Or maybe what should happen with the run off is that the Democrats shoul… https://t.co/yYOjEH31mD
1910,'1334309923006648320,12/3/2020 1:34,celllawmom,USA,@JackiSchechner It's scary to think that they had anything to do with the election. They don't seem to know the fir… https://t.co/hIgsL1Cb4U
1911,'1334309919084961794,12/3/2020 1:34,LZsandVl,USA,"@Mike_Pence Dude you are in the middle of a democracy crisis,the democRats are trying to steal the elections. You a… https://t.co/yXnXx780Fx"
1912,'1334309896171491332,12/3/2020 1:34,johndeeth,USA,"@michele5411 @kwarnockny @DailyLibber Third actual Astronaut astronaut, following John Glenn and Harrison Schmitt.… https://t.co/QrliNcORAL"
1913,'1334309869789138946,12/3/2020 1:33,Shabadofficial,Other,"Dumb  elements hijacking elections seats . Public must act fast : Farmer
#iSupportFarmars https://t.co/pHYuggLgph"
1914,'1334309865599217665,12/3/2020 1:33,LeftyPuppetMan,USA,@ibflorea @Ferric242 The thing is...there might be some people who DO want anarchists to take over the city. They’r… https://t.co/ojzr3tS3hV
1915,'1334309852764581891,12/3/2020 1:33,BillyCorben,USA,Lawless Miami government and their mob lawyer city attorney @VickyMendezEsq ignore judge’s order to deliver petitio… https://t.co/M3OxtIqduD
1916,'1334309847538536448,12/3/2020 1:33,Cinninatus1,USA,@MollyJongFast I agree. Republicans should boycott the rigged elections for the GA Senate! I for one will Not Be voting in that election!😉
1917,'1334309845730734080,12/3/2020 1:33,shannon_rev,USA,"To my friends who see headlines about Trump voters not voting in GA’s runoff election, don’t get complacent.

Repub… https://t.co/Q4TH8sINzj"
1918,'1334309844854206467,12/3/2020 1:33,Empressmish13,USA,"@realDonaldTrump From PA Court of Appeals:

""Charges require specific allegations and then proof. We have neither h… https://t.co/3PSIkBrT3m"
1919,'1334309827762384901,12/3/2020 1:33,KoenSwinkels,Unknown,"@mtracey Thing is, the burden of proof should be on those who claim the elections are legit, not those claiming it… https://t.co/O7z7qeD5Wn"
1920,'1334309822255169537,12/3/2020 1:33,slinthicum,USA,@realDonaldTrump If we don't root out a person in the role of President who is constantly attacking the democratic… https://t.co/8dHhACjY69
1921,'1334309815762489352,12/3/2020 1:33,KookyMomster,USA,"This is really surprising. Check out this article from USA TODAY:

'They have not earned your vote': Trump allies u… https://t.co/LTOtjNNxue"
1922,'1334309809529769984,12/3/2020 1:33,wjlester,USA,"In video, Trump recycles unsubstantiated voter fraud claims, by ⁦@AamerISmad⁩ and ⁦@APkfreking⁩  https://t.co/Z5xuq2jZjj"
1923,'1334309794019098624,12/3/2020 1:33,elections_u,Other,@jaylorschwift she looks terrifed
1924,'1334309786599436289,12/3/2020 1:33,KeepItComing003,USA,@vb_2_sd @NickMartin_63 @weartv Elections certified champ. It's over. Joe Biden will be your President.
1925,'1334309775002247171,12/3/2020 1:33,adamchaz2000,Unknown,"@jerry_jtaylor @drvox If elections matter but you can't pursue the policy objectives of your supporters.

Do elections actually matter?"
1926,'1334309746837508097,12/3/2020 1:33,FaerieWhings,USA,"I couldn't imagine what happened.

Brunch.

Sleep.

Inability to come to terms with the fact that luke-warm libs lo… https://t.co/JDIyEaKFdm"
1927,'1334309746279673857,12/3/2020 1:33,statyz1,Unknown,"In the period of Trump's presidency, America faced many crises, and the most known are the #BlackLivesMatter and Co… https://t.co/zH9hsWLcHz"
1928,'1334309738457296897,12/3/2020 1:33,GeorgiaPolitico,USA,USA TODAY: 'They have not earned your vote': Trump allies urge Georgia Republicans to sit out Senate runoffs.… https://t.co/v9N3XvqNAt
1929,'1334309735907127297,12/3/2020 1:33,MelissaDawnMar1,Unknown,"If we all get together we can buy all of the Dems that want cheating in elections, a ONE-WAY ticket to Cuba. They c… https://t.co/nYL8RMAYj8"
1930,'1334309735760216064,12/3/2020 1:33,rekhagm,Other,@akshayalladi @PaliwalAvi @d_extrovert @virsanghvi India's position during UK elections?
1931,'1334309729783476225,12/3/2020 1:33,dontlookback888,Unknown,@janiecyoung @ShannaVineyard @JennaEllisEsq Now Republicans are concerned about the integrity of elections. Well le… https://t.co/fEg8VrHxHa
1932,'1334309715866759169,12/3/2020 1:33,spicygarage,USA,@Tokyogreen @JuliJojo4 @JRichardPearcey @LLinWood @GaSecofState @realDonaldTrump This popular meme mixes numbers fr… https://t.co/XkPkTa4dCL
1933,'1334309700297498626,12/3/2020 1:33,LiberalResist,USA,Trump rehashes baseless election claims in 46-minute video from the White House https://t.co/lGeT1wYtN7 https://t.co/9DozLkCyUa
1934,'1334309688050151427,12/3/2020 1:33,karenadian,Unknown,"@realDonaldTrump Georgians know the elections are rigged, don’t waste your time. Trump keeps saying it’s all rigged… https://t.co/Koyc4E3Qzf"
1935,'1334309673378275330,12/3/2020 1:33,enlightndark,Unknown,Imagine a country where politicians repeating unfounded political lies are FINED &amp; forced to RECANT and the number… https://t.co/oaHzjsEctQ
1936,'1334309663765106690,12/3/2020 1:33,GVIrish,USA,@Modikator @Democrat_Barbie @therecount @PeterHamby You're missing his point. His point is that you have to win ele… https://t.co/wWK7uupXC0
1937,'1334309654776655874,12/3/2020 1:33,craig_summit,Unknown,@CPAC @mschlapp @ACUConservative @SecretsBedard @dcexaminer The Great Awakening happening now. Americans now seeing… https://t.co/VmRTVxM3MM
1938,'1334309651488403460,12/3/2020 1:33,ByrShay,USA,"@realDonaldTrump Yeah, but how can any repubs trust the elections not rigged? You did a great job for the dems 👍"
1939,'1334309649189924870,12/3/2020 1:33,EricMGarcia,USA,"Meanwhile, there is still low turnout in counties with the highest Black population. Obama and Biden won Bertie Cou… https://t.co/BNsuRW87f6"
1940,'1334309637928194048,12/3/2020 1:33,71northmoore,USA,NYC mayor did not tell the whole story of top official fired amid Rivington scandal: court papers… https://t.co/kPaa7mobd0
1941,'1334309636640411650,12/3/2020 1:33,coangelaramirez,USA,@CL09871234 He is the former director of Detroit's elections; he acted as something of a supervisor in the TCF Cent… https://t.co/PPflkn8lhz
1942,'1334309631884193792,12/3/2020 1:33,ShelKel2,Unknown,@JennaEllisEsq Let's take your logic &amp; go with it for a min... your goon supporters have been threatening election… https://t.co/fThdjIXuNw
1943,'1334309592428400640,12/3/2020 1:32,lbockstieger,USA,"@smc429 @realDonaldTrump You lost. Plain and simple. Your AG, DOJ, FBI, HHS has said no fraud. How many times do yo… https://t.co/Sba4W7pRjB"
1944,'1334309591514042369,12/3/2020 1:32,Hall511Ricky,Unknown,@ArthurSchwartz @seanmdav And your point?  He’s fighting for Trump.  The 2 R Senators just allowed the most extensi… https://t.co/eCOgovrBUo
1945,'1334309586216488960,12/3/2020 1:32,iipiakaate,Unknown,@realDonaldTrump Kiss of death. Who wants a loser campaigning for them? Especially one who has been egging on death… https://t.co/DW0vg21WUw
1946,'1334309584358559747,12/3/2020 1:32,Breadchick,Other,@Sentimentalgal5 @AmyAThatcher ⬆️This. ⬆️We make every soulless POS member of the @MIGOP pay up and down the ballot… https://t.co/TRjWZbMAx2
1947,'1334309583062503430,12/3/2020 1:32,NiponTachito,Unknown,"@seekvoices2017 @realDonaldTrump Plus I got info from ""U S ELECTIONS 2020"". 
WANT TO CHECK?
I'm pretty sure that an… https://t.co/Ki1etmAmsE"
1948,'1334309582961848321,12/3/2020 1:32,alex589754,USA,@JamesYoungKY @GabrielSterling This what happens when you try to rig and steal elections and rob the people of ther… https://t.co/vJZDAJ3wPP
1949,'1334309577869803523,12/3/2020 1:32,billyboned,USA,@whatifisaidit @HWayneStorey1 If trump is successful at least 4 gop congressmen lose their elections.
1950,'1334309573944078337,12/3/2020 1:32,goethedistanz,Unknown,"@JoeBiden Dear President Biden, I think a good man for a position in your administration is Chris Krebs. I think he… https://t.co/B3HD68Lc4V"
1951,'1334309565974925312,12/3/2020 1:32,Angelinsox,USA,"@realDonaldTrump I said this the other day.  Restoring Voter Integrity and Confidence, shedding light on all fraud… https://t.co/S0XwGve7y4"
1952,'1334309556424478720,12/3/2020 1:32,maliaaleonard,USA,@NikkiHaley Elections have consequences...🤪
1953,'1334309553446375424,12/3/2020 1:32,234pj,USA,"No one with a brain could ever believe Biden received REAL votes in his total number, in the states contested!! Whe… https://t.co/NNYa4tP5cr"
1954,'1334309542096592896,12/3/2020 1:32,tweet_my_bot,Unknown,"@realDonaldTrump But the elections are rigged, they have stolen this, so why does it matter?"
1955,'1334309541836709888,12/3/2020 1:32,ConstantRebel55,USA,"@EWErickson I'm a Left-leaning Centrist that despises Kemp, but what Wood is doing is damaging to our state, our el… https://t.co/XVC7x9u9G3"
1956,'1334309536585412608,12/3/2020 1:32,CrystalJackLack,Unknown,@ComradeMomanga @theZatchery @marwilliamson @cenkuygur I think they'll actively try not to but I think the last cou… https://t.co/8AfXQuVaAR
1957,'1334309518239477760,12/3/2020 1:32,Bureaucraticslv,USA,"Everything we see on TV is fake!
 
The people, the stories, the dramas, the #FakeNews &amp; of course the coup de grace… https://t.co/HkUjpacVf7"
1958,'1334309505396563970,12/3/2020 1:32,Inkling61,Unknown,@ProjectLincoln The part where they tell GOP voters not to vote in the senate runoff elections was good though. 😂 idiots.
1959,'1334309492821909505,12/3/2020 1:32,alexsalvinews,USA,"Tonight on After Hours on @OANN:

RNC's Strategy - @TommyHicksGOP 
Barr/DOJ/Elections - @ErickKaardal 
Congress Out… https://t.co/YDlaiVg859"
1960,'1334309490162692096,12/3/2020 1:32,cdnelefan,Other,"@realDonaldTrump A Man aka @POTUS who gives himself a Partons for Don JR,  Eric &amp; himself -should not run in future… https://t.co/bbXW2NhZhq"
1961,'1334309480788537344,12/3/2020 1:32,davidual,USA,"@MargaretHenzig Oh, well, just like what McCon about noming a SCOTUS a .month before a presidential election..."" el… https://t.co/NZp4W3VfKo"
1962,'1334309463474442240,12/3/2020 1:32,Pahmpit,USA,@nanamirr @realGoatKid @disclosetv 💯Already 12 countries used dominion voting machines already proven dey cheated A… https://t.co/NoDoNGQNDH
1963,'1334309451608809473,12/3/2020 1:32,sissideflaviis,Other,My favourite part about tonight’s talk was @LarryMadowo’s pointing out the irony behind the US telling others how t… https://t.co/Fo4VTpm9Nl
1964,'1334309444134506497,12/3/2020 1:32,AnikaJo51003412,USA,@mookielife @realDonaldTrump @SenTomCotton You don’t get to redo elections because you don’t like the results. Enough is enough already
1965,'1334309441580240900,12/3/2020 1:32,jftaveira1993,USA,"Dismiss #Trump and the GOP’s attacks on the #Elections2020 at your peril, warns @ruthbenghiat, historian and author… https://t.co/9NW0Rk4e5g"
1966,'1334309440489570304,12/3/2020 1:32,benferrer1025,USA,@realDonaldTrump You lost the elections. The voters decided you failed as president. Your 4 years did not improve t… https://t.co/GNWtYcTEgI
1967,'1334309436307824640,12/3/2020 1:32,KStockwellAZ,Unknown,"@GarretLewis @kelliwardaz Kelli Ward has LOST her last 3 elections in a row, yet keeps getting appointed to leaders… https://t.co/rj1ehl7cno"
1968,'1334309436005863424,12/3/2020 1:32,eastsidebethel,USA,Pro-Trump lawyers say GOP governor in Georgia is a Chinese agent and blame George Soros https://t.co/3Nn3fP6RUs via @MotherJones
1969,'1334309423016079360,12/3/2020 1:32,ZACHARY_PAZ,USA,"@ArthurSchwartz @BreitbartNews You know Andrew Breitbart would’ve been out there with #StopTheSteal

Why vote for f… https://t.co/ahttd0OofY"
1970,'1334309377092808704,12/3/2020 1:32,ssimmons1187,USA,"@trouble_man90 Their packaging is horrible. I want to defund the police too. F them, as far as I'm concerned. I als… https://t.co/k5a2Vi3r6W"
1971,'1334309368083320832,12/3/2020 1:31,KrayghW,Unknown,@michasnots @FoxNews Nah disagree. In 3 weeks I've not seen anything other than baseless claims that would make me… https://t.co/IrIO35ELHB
1972,'1334309310977945609,12/3/2020 1:31,Ferric242,Unknown,@LeftyPuppetMan @ibflorea You can't solves issues if you can't win elections. The whole pack the court things was s… https://t.co/ksIEIBTz8H
1973,'1334309286965604352,12/3/2020 1:31,ITSilverback,USA,@Stonekettle It's so frustrating seeing these mooks not learning one thing from the last three elections.  Head desk at least twice a day.
1974,'1334309284042117120,12/3/2020 1:31,Truthdreamers,Unknown,"@Prime_M876 @DmitryRentals @realDonaldTrump @OANN Oh wao, I am from Puerto Rico and the elections there are horribl… https://t.co/megSYz2RE1"
1975,'1334309275573817346,12/3/2020 1:31,joeandjulian,USA,@michaelbeatty3 Agreed! I'm not a fan of trump or Biden but I am a fan of honest elections. I remember the enthusia… https://t.co/UbVfeFG7sp
1976,'1334309271203360774,12/3/2020 1:31,baggin42069,Unknown,@CalebJHull Caleb has one of the lowest IQ’s in Washington and is part of the swamp if he thinks true patriots are… https://t.co/47DifgGH2T
1977,'1334309259488555008,12/3/2020 1:31,Hunter79Matt,USA,@KingKirmudgeon voted republican in 10 elections voted in primaries twice.
1978,'1334309258981203968,12/3/2020 1:31,TheMNDeplorable,Unknown,"...And we all know once people lose faith in elections and think their vote doesn’t matter, that’s when civil disco… https://t.co/f2BmXTVNZq"
1979,'1334309257496367104,12/3/2020 1:31,TheMNDeplorable,Unknown,"You have to ask yourself, regardless of whether or not you believe widespread election fraud took place, why did so… https://t.co/3AUUX1l1QQ"
1980,'1334309235262279680,12/3/2020 1:31,SueWhitcomb,Unknown,Hey @cathymcmorris @HerreraBeutler @repnewhouse You know @realDonaldTrump doesn’t deserve the loyalty of your const… https://t.co/yMEJ8ibeOO
1981,'1334309221966475269,12/3/2020 1:31,MCHenley,USA,"@ChrisWarcraft Cool, we'll lose a bunch of local and national elections. But, hey! You'll be right, and that's all that matters."
1982,'1334309204291538945,12/3/2020 1:31,AnthonyMuzich,Unknown,@realDonaldTrump Present Trump please fight all this corruption don’t give up. Americans are praying 🙏 for you. Nev… https://t.co/FOXoY6F94c
1983,'1334309202123059203,12/3/2020 1:31,maron111maron,Unknown,@realTrumpForce Do not allow fraudulent elections.
1984,'1334309197618491393,12/3/2020 1:31,ResistPres,Unknown,@digby56 Who is the felon with the clown suit on? Roger Stone the man who made it his life's work to overturn the w… https://t.co/DIX65T7Q8e
1985,'1334309186075815940,12/3/2020 1:31,GabeHoff,USA,"Lin Wood is a fraud

President Trump asks Republicans to vote in GA Senate elections

Lin Wood says not to vote https://t.co/qeaOt8Rmg7"
1986,'1334309184096104448,12/3/2020 1:31,brewerhm,USA,"With the holiday season upon us &amp; the elections over we cannot lose site of staying safe &amp; healthy, but we must als… https://t.co/hOP3kXEtK0"
1987,'1334309183496351747,12/3/2020 1:31,jftaveira1993,USA,#Trump on Wednesday released a lie-packed video on #Facebook falsely claiming there was massive “fraud” in last mon… https://t.co/PxvhRamqxs
1988,'1334309180732297222,12/3/2020 1:31,spicygarage,USA,"@recked56 @BillKristol This popular meme mixes numbers from two elections.

1.8M requested ballots and ~1.5M return… https://t.co/zppOP0dda7"
1989,'1334309153293131777,12/3/2020 1:31,LaKathie,Unknown,@SrSwanson1 @PogueMoran @FlockeyTom @JoanisMarvin @estocker8 @BSHerrle @deny_or_defend @ASK_Esq29 @aleeyun_nvaazun… https://t.co/JCj4AOISwq
1990,'1334309148314333185,12/3/2020 1:31,kesarjha,USA,@naomi2009 @CThakurji @timesofindia How do you know farmers don’t see it? There were elections in 8 states (includi… https://t.co/esJECDpnRR
1991,'1334309144833232901,12/3/2020 1:31,dale_TexAgg1987,USA,"@patrick_rood @FoxNews So I just want to make sure you understand what I said.....
Elections should be perfect peri… https://t.co/lBKEYk7E8s"
1992,'1334309143050473472,12/3/2020 1:31,ChrisWildman14,Unknown,"@realDonaldTrump No.  If we don't stop TRUMP from tossing the legitimate votes cast by American voters, THEN we can… https://t.co/ezFm4h4xpL"
1993,'1334309127703719938,12/3/2020 1:31,bgdeuce13,USA,"@dilemmvburner Actually I believe the only actual Democrats that campained on ""Defund the Police"" won their elections."
1994,'1334309121915437056,12/3/2020 1:30,5starvoting,Unknown,The California STAR voting chapter is holding their first meeting this weekend! If you know someone in California w… https://t.co/qYvI2vPkAi
1995,'1334309103766827008,12/3/2020 1:30,spicygarage,USA,@mastadynamic @Cloudy_Nebulae @MyBoyzCards @PithySnark @ElijahDs_Mimi @GeorgePapa19 This popular meme mixes numbers… https://t.co/in7R3ETmYZ
1996,'1334309098146443265,12/3/2020 1:30,Angelinsox,USA,"I said this the other day.  Restoring Voter Integrity and Confidence, shedding light on all fraud in our elections… https://t.co/NKSFqaJPKo"
1997,'1334309095638175746,12/3/2020 1:30,brick_seven,USA,"#TrumpsEnablersMustPayForTheirCrimes

Trump has surrounded himself with thugs, criminals, druggies, bigots and thie… https://t.co/PBVG7vTPbz"
1998,'1334309092236664832,12/3/2020 1:30,ManitokThompson,Other,@tattuinee Donat wasn’t sure how the voting stations or how elections are going to go during this Covid restriction… https://t.co/o8s4AKR3dF
1999,'1334309083709644801,12/3/2020 1:30,LaKathie,Unknown,"@brooks_bruce @att_nuisance21 Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is… https://t.co/LDEKCALFMI"
2000,'1334309083327963136,12/3/2020 1:30,SMGebru,USA,#Ethiopia's decennial census is 3yrs overdue. Unsure how Ethiopia will hold free/free 2021 elections w/out redistri… https://t.co/ajhRdTyuYf
2001,'1334309080127713280,12/3/2020 1:30,craig_summit,Unknown,"@BreitbartNews The Great Awakening happening now. Americans now seeing:

* Elections corrupt
* China infiltrated ou… https://t.co/uTZ887IDPK"
2002,'1334309066575814657,12/3/2020 1:30,iipiakaate,Unknown,@Mike_Pence Insider traders. Conspiracy theorists fanning death threats of GA (Republican) elections officials. GOP extremists.
2003,'1334309055679127554,12/3/2020 1:30,LaKathie,Unknown,"@we_R_all_trump @Rep_CAJohnson Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is… https://t.co/zFeHM04mYQ"
2004,'1334309055091757056,12/3/2020 1:30,FL2bloom,Unknown,"💦💦 IF 42 EUROPEAN NATIONS BLOCK MAIL IN BALLOTS, WHY DO WE ALLOW THEM HERE IN THE U.S. THEY KNOW IT OPENS UP TO FRA… https://t.co/ZuGjC4EpOZ"
2005,'1334309043272380416,12/3/2020 1:30,OPlz,USA,@JaywalkingGuy @HarleyDavid66 @greg_price11 @seanmdav There have been more than enough abnormalities with the resul… https://t.co/fc55gRzISH
2006,'1334309033298309121,12/3/2020 1:30,spicygarage,USA,@Tokyogreen @TertiusIII @odktiger @JordanBassior @Dakodeab64 @DiscoJerrys @DM7013 @ThinkyTexan @KitemanArgues… https://t.co/KdSTFtcRMN
2007,'1334309026411106304,12/3/2020 1:30,OriginsD,Other,"THREAD 
15 ACTIONS TO SAVE #ARMENIA AND #ARTSAKH 
1. Form a Governing Council, including representatives from the o… https://t.co/2BmvS1Vcku"
2008,'1334309024003604480,12/3/2020 1:30,tom_tomlogan,Unknown,@realDonaldTrump @JennaEllisEsq   Kids at hacking conference show how easily US elections could be sabotaged .Read… https://t.co/plUAlwjLe0
2009,'1334309023819161600,12/3/2020 1:30,Bronsays,USA,"Israeli parliament opts for early elections in preliminary vote - Axios https://t.co/nnfQUp5lKC 

NettingYahoo is an evil, evil man."
2010,'1334309019595501568,12/3/2020 1:30,ChieftainDark,Unknown,@MafaldaVnzl @DrewHolden360 I wouldn’t expect people interested in governing or policy making to agree with her. Th… https://t.co/8URNAdbkHV
2011,'1334309019188531202,12/3/2020 1:30,yojudenz,USA,Texas AG Paxton disputes appointments of Harris County elections adminis... https://t.co/E4aGthnB0Z via @YouTube
2012,'1334309016780959744,12/3/2020 1:30,RottBite,USA,#BidenCheats this elections but I suppose it was the party not the man
2013,'1334309014520410115,12/3/2020 1:30,LaKathie,Unknown,"@damonrgraham Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is no evidence of w… https://t.co/UmqY6ubwa5"
2014,'1334309011349499904,12/3/2020 1:30,tao_of_zen,Unknown,"@stevetefft @ScottAdamsSays 😂 right ..... and the courts , the judges , the elections officers, republicans governo… https://t.co/wQITSJkss7"
2015,'1334309003296452608,12/3/2020 1:30,ScottRobertsDC,USA,"&gt; @Vote4DC issued the final, certified #DCision2020 election results today; let's compare the results of the four… https://t.co/okXFdeEt34"
2016,'1334308996182925312,12/3/2020 1:30,scotbutl,Unknown,"@VilsonPereira4 @realDonaldTrump Last time I checked, votes won elections... not pickup trucks with flags. The inte… https://t.co/swmNKf8mrx"
2017,'1334308992860913665,12/3/2020 1:30,nasan_2020,Unknown,"@LLinWood 2/ ……darkness…"" ----This speech by Reagan in 1964 reads like a cry of being stolen in the general electio… https://t.co/Ak4C9j28c5"
2018,'1334308957679218690,12/3/2020 1:30,pjmax1,USA,Allies of President Donald Trump's efforts to overturn the election urged Republicans in Georgia on Wednesday to st… https://t.co/PTDbSYyf57
2019,'1334308949236002817,12/3/2020 1:30,LGcommaI,Other,@nikki102937 @JennaEllisEsq Probably because they feel the pangs of a bad conscience; had they conducted the electi… https://t.co/nsnjXdDhRu
2020,'1334308947847680000,12/3/2020 1:30,LaKathie,Unknown,"@10LivesCatwoman Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is no evidence o… https://t.co/8E7rkT7nk4"
2021,'1334308947528994817,12/3/2020 1:30,USAMarineMomma,USA,"@guqigirl I hate Twitter but I truly believe Parler is a set up. They don't care a hoot about showing pics, links,… https://t.co/MTn8aoDjp8"
2022,'1334308943749918726,12/3/2020 1:30,StacyOnTheRight,USA,"Rep. Mo Brooks plans to challenge Electoral College vote on Jan. 6, report https://t.co/Zq7s7HpAmJ via @JustTheNews"
2023,'1334308940130168836,12/3/2020 1:30,The_NewArab,Other,#Biden will have a limited amount of time to strike a compromise with Iran's current president before 2021 election… https://t.co/KgPPJuNj2u
2024,'1334308934270717953,12/3/2020 1:30,irritatedwoman,USA,It’s becoming clear we cannot hold elections in the traditional way any longer.
2025,'1334308932458868738,12/3/2020 1:30,HackerYui,Unknown,Me in 10 years after working for Dominion and Big Tech and secretly redpilling all the engineers in charge of fixin… https://t.co/bsYqeynXXn
2026,'1334308923306864641,12/3/2020 1:30,AbbottLawyer,Unknown,"Sidney Powell: Former Trump lawyer leads Georgia rally, calls on Republicans to boycott runoff elections #SmartNews  https://t.co/RuZU0qgaPQ"
2027,'1334308910614917126,12/3/2020 1:30,peacetravel10,Other,"🍑Georgia Voters 
🌊  #VoteOssoff  🌊  #VOTEWarnock
#DitchMitch as senate majority leader 
🔥New Voters Register by Dec… https://t.co/dWyPnlAHV7"
2028,'1334308906475073538,12/3/2020 1:30,fairvote,USA,"Now that Alaska has certified its general election results, a top four primary and #RankedChoiceVoting general elec… https://t.co/azwnNPVec5"
2029,'1334308905619316737,12/3/2020 1:30,Dallas19953721,Unknown,@SenMastriano @PASenateGOP Please PA Legislature stand up for integrity of our elections. Take back PAs 20 electors… https://t.co/pfaCAFsRcs
2030,'1334308905468403714,12/3/2020 1:30,NAzemika,Unknown,@ChuckGrassley “If?” He will be the President since he won the election. Until you recognize Americans’ basic const… https://t.co/kx8H9lWN6K
2031,'1334308895859339264,12/3/2020 1:30,StwNewsPress,USA,"The candidate filing period for multiple local elections begins 8 a.m. Monday and closes 5 p.m. Wednesday, Dec. 9. https://t.co/uX7ZA7cJEX"
2032,'1334308888968097793,12/3/2020 1:30,LeftyPuppetMan,USA,@Ferric242 @ibflorea Democrats need to stop focusing on “what wins elections” and actually work on solving actual i… https://t.co/7ttUVQ5Rhr
2033,'1334308877073076227,12/3/2020 1:30,DMRegister,USA,Asking the U.S. House to weigh in on the results of a U.S. House race is unusual but not unheard of. https://t.co/2p1bCVvIs7
2034,'1334308871410765827,12/3/2020 1:29,gatypunk2,USA,@CopingMAGA Lol what does a Bible have to do with elections?
2035,'1334308857024143360,12/3/2020 1:29,75Smtk,USA,@dstiddypop43 Other than winning the elections?
2036,'1334308855535128580,12/3/2020 1:29,LaKathie,Unknown,"@jtwheat27 Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is no evidence of wide… https://t.co/ulLTxISAdQ"
2037,'1334308854662901761,12/3/2020 1:29,spicygarage,USA,"@tacokicker42 @mattblaze This popular meme mixes numbers from two elections.

1.8M requested ballots and ~1.5M retu… https://t.co/QxYWhX3mf2"
2038,'1334308847679381504,12/3/2020 1:29,budgetobserver,Unknown,"@oliverdarcy @BretBaier Russia collusion was dereliction of duty but you still pushed it for years.  BTW,I agree...… https://t.co/diZnjZgyQ4"
2039,'1334308843992608769,12/3/2020 1:29,HFantoche,USA,"@SaladinoShow Sounds like a dangerous precedent given the results of the recounts! Let's not jeopardize Trump 2024,… https://t.co/otkqBsf29n"
2040,'1334308838615478273,12/3/2020 1:29,lmh3072,USA,"@ChuckGrassley You are in no position to expect consideration. 

Elections have consequences."
2041,'1334308831715848196,12/3/2020 1:29,MattThomasNYC,USA,"third-party cranks won states in multiple presidential elections opposing ""integrated schools now!"" we had to deplo… https://t.co/9TFUms0aFr"
2042,'1334308825730490369,12/3/2020 1:29,BiscAnenome,USA,"@cassandrarowl20 @ericsondermann You asked if they ever stopped counting in other elections. They have, often. 

Wh… https://t.co/HcErUnqsWE"
2043,'1334308825516699654,12/3/2020 1:29,LaKathie,Unknown,"@NatalieJHarp Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is no evidence of w… https://t.co/dY5wLQROce"
2044,'1334308819543990276,12/3/2020 1:29,mbabazichanta,Other,"@Parliament_Ug @RebeccaKadagaUG Imperialist  watch of uganda  elections. 
And there to implement imperialism  policies."
2045,'1334308817144713216,12/3/2020 1:29,ShivaKap,Other,"If ADMK scrapes through and the 2S get into a fight which is 💯% certain post elections, MAFOI Pandiarajan should be… https://t.co/gv6DSfGCbY"
2046,'1334308815454482432,12/3/2020 1:29,Nob0dy16Nob0dy,USA,"What a politican challenging an outcome? 
https://t.co/mjnClWhSvJ"
2047,'1334308792788512771,12/3/2020 1:29,speshalteacher,Unknown,"@AveryBa68752542 @JoyAnnReid made it very clear she really disagreed with President Obama, although that is a rare… https://t.co/iSYRhUCsIy"
2048,'1334308791756656643,12/3/2020 1:29,Sofia65437422,USA,@BreitbartNews why are you intentionally spreading a twisted and misleading take on a beautiful and very patriotic… https://t.co/gKwOHGzN4a
2049,'1334308774421684224,12/3/2020 1:29,KidanuT,USA,"If @AbiyAhmedAli and his regime valued democracy, they would've held elections &amp; census this year. Instead, they're… https://t.co/Xks5uGcbde"
2050,'1334308771812687872,12/3/2020 1:29,RodneyE05101060,Unknown,@NabilahforGA07 Voting only works in HONEST elections!!!
2051,'1334308762031697920,12/3/2020 1:29,M_Dot_Feg,USA,"@AOC The point of elections is to make more than 31% of people comfortable. Yelling ""defund the police"" is a pretty… https://t.co/mU87YT1RAB"
2052,'1334308760165228544,12/3/2020 1:29,LaKathie,Unknown,"@FanOfEinstein1 Hi! To date, 40 US courts, the US DOJ and Homeland Security have determined there is no evidence of… https://t.co/YEJtzhfUYG"
2053,'1334308759125053446,12/3/2020 1:29,jfwduffield,Other,@colmocinneide @RichardKay80 @DonalkCoffey @DrVidyaKumarUK The FTPA is a dreadful law in theory &amp; in practice. Comp… https://t.co/9vegHvyFX2
2054,'1334308753345228802,12/3/2020 1:29,LeftyPuppetMan,USA,@Ferric242 @ibflorea And what advice would that be? Someone doesn’t “know how to win elections”. Election results a… https://t.co/v4zub6537k
